frame__Dont_dumbbell_curl_like_this__0000003.jpg,bicep_curl,372.570934,220.641022,-352.741878,391.602173,197.379684,-345.466590,400.364799,198.727875,-345.777640,411.123805,201.168823,-345.999169,377.963204,196.621437,-306.403177,375.734868,197.011719,-306.351035,373.695917,197.566414,-306.260247,445.678639,224.400482,-248.015091,386.017385,216.300659,-69.372187,384.366302,250.961418,-315.121922,368.487668,250.236893,-263.494935,549.261861,392.430878,-262.111044,340.266538,403.315544,95.532078,572.940359,564.204788,-278.590708,320.588629,592.635117,221.477873,526.252584,731.744995,-304.946909,230.298522,739.105835,91.171943,547.464738,793.282700,-346.367640,193.792713,772.850494,66.983648,504.081059,771.542740,-388.877606,198.520482,769.390945,-11.958455,490.711899,767.106171,-318.911004,216.411631,755.816345,53.127249,473.630691,752.724915,-95.956113,358.101468,743.447113,95.980264,495.186510,1044.923859,-127.048774,328.692098,963.855209,-217.063901,486.970925,1266.114655,174.073863,393.042154,1224.126434,-46.156204,484.343820,1294.467010,192.938547,406.646147,1249.866486,-39.786526,462.714014,1381.694183,-32.145736,333.862002,1321.823578,-274.819436
frame__Dont_dumbbell_curl_like_this__0000006.jpg,bicep_curl,374.189014,216.521626,-304.174047,394.048991,194.215450,-297.374003,402.317061,195.451813,-297.715030,412.470446,197.645760,-297.989109,380.405045,193.530865,-257.774363,378.124437,193.780651,-257.770479,375.886917,194.116383,-257.711556,448.133268,218.665237,-201.581225,391.831856,210.846043,-20.141051,386.584554,247.050152,-266.059020,369.659557,247.570992,-213.902156,549.223194,391.892014,-237.288015,340.239136,399.268608,129.267240,566.679182,564.985962,-268.341000,320.635386,590.145645,223.368723,510.070324,735.723572,-298.554497,234.740667,728.706055,76.494466,511.499534,798.573380,-343.299644,195.486839,765.028458,42.403836,488.262463,777.048798,-385.397344,200.075691,763.794098,-23.532342,482.934523,768.959198,-312.914615,219.853013,752.944031,41.989194,473.700943,753.354340,-99.704232,358.095696,744.636993,99.547709,495.137072,1050.504532,-127.188388,352.463958,999.609528,-19.920825,489.917750,1270.326080,147.178667,396.359510,1235.466766,193.586783,489.164071,1294.648743,163.858091,419.258409,1260.522614,205.055351,460.125060,1394.175873,-70.624312,343.749762,1330.687561,-9.217089
frame__Dont_dumbbell_curl_like_this__0000009.jpg,bicep_curl,383.247457,212.938805,-298.352687,404.473815,190.673389,-289.550772,413.187861,192.111015,-289.928856,423.530073,194.423122,-290.220466,391.458149,189.820366,-253.805702,389.398770,190.147133,-253.836236,387.414536,190.430641,-253.789651,461.311412,217.772255,-191.706898,404.859452,207.787838,-26.272388,393.652024,245.632915,-260.290275,377.418995,246.244335,-213.123822,550.833635,390.838089,-235.773253,346.686244,399.097137,125.582936,566.780205,574.750595,-292.176290,320.618005,589.931259,144.069600,491.576986,729.891815,-352.631135,215.681298,705.311737,-42.843389,464.027309,792.362137,-401.109295,171.772968,732.853699,-84.456571,459.630504,770.571899,-429.324503,173.803636,726.941681,-137.156249,452.279921,752.518158,-363.672566,197.302544,716.872177,-73.716449,478.968801,758.643646,-100.562829,362.241254,749.520111,100.317729,495.357227,1053.487778,-129.183941,363.652568,1010.870132,60.872621,491.520853,1277.671890,119.423951,400.817943,1237.014999,298.049319,492.418814,1296.217194,136.140819,423.153148,1266.043472,313.529549,457.291059,1410.598145,-91.160420,349.129908,1336.069031,124.508142
frame__Dont_dumbbell_curl_like_this__0000012.jpg,bicep_curl,400.780950,213.935738,-289.701233,423.831897,191.027622,-280.402250,434.984050,192.629166,-280.776086,447.676864,195.260944,-281.060121,407.249794,190.129547,-244.361537,404.636421,190.424232,-244.469919,402.268481,190.652847,-244.476528,481.465616,218.604240,-175.879912,417.768645,207.967815,-12.388677,411.952157,247.205582,-248.467977,394.102893,247.492943,-201.720979,560.230594,390.932274,-220.329802,364.130259,397.679482,136.086820,568.854046,583.563118,-312.548397,320.452180,588.756828,119.493871,481.799154,679.662018,-421.537042,217.033260,656.985855,-175.978103,456.922846,706.173859,-474.052334,201.784322,674.723969,-240.761948,439.760485,678.727646,-488.200278,176.959544,670.490646,-267.711711,443.272419,657.952042,-427.047200,198.573868,653.864136,-199.249806,480.360761,763.970032,-106.056862,365.049205,751.525955,105.838788,495.643516,1059.196014,-83.669509,372.451072,1039.029770,138.784404,491.598315,1295.377045,126.255054,403.094687,1248.701630,407.829323,492.766771,1313.605347,145.623736,429.842491,1282.940216,425.955305,456.978850,1412.527161,-82.103700,350.277035,1354.141541,225.861290
frame__Dont_dumbbell_curl_like_this__0000015.jpg,bicep_curl,419.856992,216.675568,-238.632660,442.430592,193.344231,-233.622980,453.740029,195.155468,-233.948708,466.380315,197.976570,-234.219546,424.768438,192.039204,-200.167615,421.289935,192.244072,-200.410903,417.851729,192.410946,-200.497398,499.939299,221.507168,-136.234084,432.830515,209.462376,13.666084,433.534327,249.132462,-196.897101,412.785873,249.193916,-154.439160,570.659366,387.811928,-166.570759,380.617347,393.010139,158.034822,569.087505,582.160950,-239.160261,310.754943,566.049690,127.067989,424.802599,628.078804,-307.178400,238.491704,581.844559,-172.615385,381.655769,635.554733,-346.979742,238.319464,612.116890,-240.805335,378.992872,609.358215,-345.490966,240.511622,590.121994,-246.137738,382.409534,594.335938,-302.205863,254.386990,585.664062,-185.363946,484.225674,763.845367,-105.820538,369.248471,751.485748,105.647610,495.604119,1058.835068,-56.735432,378.958325,1027.379608,132.687045,491.021104,1292.189636,126.214746,404.808383,1246.711655,353.248451,493.022590,1317.000427,140.544362,428.931742,1281.465607,368.115377,448.329177,1420.283203,-87.719184,345.442193,1327.586975,185.621266
frame__Dont_dumbbell_curl_like_this__0000018.jpg,bicep_curl,420.974293,225.457859,-194.660032,444.483790,198.221245,-186.764660,454.970326,199.651909,-187.011037,466.665316,201.830254,-187.277391,425.476027,197.909355,-157.397336,421.672740,198.178120,-157.689010,418.056221,198.374023,-157.823550,503.515563,222.609901,-76.154459,431.435595,212.100677,55.756297,435.999985,254.565983,-148.170590,413.449130,253.925285,-110.923516,578.662477,387.146530,-86.125839,376.823459,385.118027,192.661207,551.002207,581.860580,-215.107670,285.232201,539.315376,122.852554,395.563860,496.581459,-306.826086,247.570059,497.219925,-186.235578,362.065687,479.487915,-343.220744,246.273780,498.377037,-250.237420,367.966032,441.183548,-332.246218,249.070981,470.444946,-242.059450,369.675736,457.219162,-299.820821,261.319149,474.796829,-193.529599,484.761815,759.267349,-85.225287,368.912058,746.559067,85.046915,497.102551,1058.138428,3.120171,376.524081,1012.939911,69.376007,490.973253,1290.452118,189.474356,404.796624,1241.757660,248.470144,493.124299,1320.523529,200.519049,427.099943,1272.707672,257.243779,448.827682,1418.354797,-36.291428,354.217200,1317.674561,47.432329
frame__Dont_dumbbell_curl_like_this__0000021.jpg,bicep_curl,419.501953,228.901024,-197.775278,443.941083,202.658348,-187.199864,455.416303,203.562336,-187.486303,467.444358,204.654179,-187.752786,422.127085,203.242760,-163.210176,417.656293,203.895531,-163.512011,413.853264,204.673653,-163.563842,502.256255,222.699509,-61.853215,428.360195,215.551815,49.496047,439.577451,255.054817,-144.872847,410.788207,254.200630,-114.112512,579.644165,384.705353,-63.905974,364.611769,370.218544,195.895007,517.065611,559.645882,-229.179912,268.565984,541.225586,51.330099,371.745930,398.254814,-348.119874,178.469682,387.974014,-299.903433,317.859428,354.650345,-364.993587,166.370419,347.241287,-351.364939,343.244026,335.230293,-345.868385,162.589813,338.239594,-325.036612,344.878135,350.759468,-326.743677,176.606480,342.823982,-299.945641,483.212786,759.201584,-81.016451,360.869036,745.332184,80.712041,493.851542,1059.624405,-33.436292,376.615620,1030.812149,46.166874,489.494090,1290.561829,192.394059,404.171305,1241.478500,449.782162,478.575482,1318.942261,209.082098,417.606640,1266.761246,488.302159,449.390430,1419.765167,-32.011317,367.532587,1334.724426,343.469031
frame__Dont_dumbbell_curl_like_this__0000024.jpg,bicep_curl,413.542428,290.900993,-188.611093,438.942733,252.002068,-185.611503,449.249496,251.811790,-185.842946,458.641090,250.986118,-186.070032,412.452164,251.555367,-158.021067,403.143311,261.877651,-158.294857,398.898683,262.053738,-158.403035,498.108230,252.278786,-88.177793,405.682483,263.332367,41.219952,435.748158,305.391846,-145.266284,410.225415,303.426628,-109.191173,577.651005,381.946182,-96.387863,364.493837,372.802773,176.053151,504.910140,496.355171,-390.201416,258.587973,523.977051,-111.293575,387.070312,319.388485,-601.796894,186.864824,347.400055,-529.647360,363.080978,289.105587,-640.379291,173.724607,299.161949,-601.626477,374.154510,266.973820,-607.231522,171.655165,280.321712,-566.405168,373.360062,282.763309,-589.656787,186.829205,297.795448,-529.723620,480.230942,761.827545,-78.288236,353.892460,746.923981,77.835158,489.794154,1060.080719,-63.587730,374.519634,1030.116119,40.435291,486.541901,1290.822449,74.062577,404.026079,1244.366226,327.467723,478.830099,1318.040466,81.899503,417.542782,1267.658081,348.749185,449.697275,1422.143250,-167.977492,364.813385,1341.082306,171.481175
frame__Dont_dumbbell_curl_like_this__0000027.jpg,bicep_curl,411.238561,274.821529,-216.233790,429.606671,242.855339,-195.761433,445.462604,244.532375,-195.909748,451.429338,245.004311,-195.928931,406.638637,242.029362,-181.593554,394.139500,247.656670,-182.065237,387.461743,253.094444,-182.258012,492.034378,250.277081,-109.408303,389.107203,258.960629,36.771023,433.151093,299.091740,-153.032255,407.545094,295.924797,-123.614076,568.302541,381.864891,-120.804302,337.480538,374.562302,103.521874,479.313025,468.142319,-477.409601,233.410099,518.643799,-222.243783,382.849803,266.185398,-698.217630,193.685639,321.000252,-649.842725,369.298124,227.391338,-751.864901,177.897459,274.737206,-724.015846,372.970133,211.218948,-708.111205,171.949650,259.450264,-682.288656,381.703062,237.955723,-684.669857,191.654155,276.937752,-646.339159,465.116072,769.241333,-74.013412,343.578637,752.842102,73.345215,482.411513,1060.440903,-57.550646,369.232464,1029.427032,91.225104,481.631055,1286.027985,268.200388,402.291741,1246.651611,497.637234,475.502572,1308.206329,295.871558,410.954418,1265.406265,531.849604,461.485434,1421.507874,56.629436,375.948071,1352.636871,344.151878
frame__Dont_dumbbell_curl_like_this__0000030.jpg,bicep_curl,392.853456,265.535946,-158.001283,410.282578,232.175941,-154.355593,423.188124,233.835411,-154.600199,431.524901,234.305935,-154.719472,386.424909,232.641010,-126.677899,377.919345,234.150276,-127.124798,371.710567,234.760532,-127.231861,464.077134,244.902000,-83.628976,374.775581,244.058113,59.609542,414.841819,284.842682,-121.399044,386.183424,283.533745,-83.081816,548.107738,377.765465,-111.396711,317.409782,363.642769,140.580411,480.251069,481.829453,-414.771438,232.354703,514.744987,-96.758223,392.102308,272.342167,-582.436323,196.499534,318.335762,-459.291344,383.841147,223.957672,-616.310992,183.070743,278.838310,-515.661979,379.708271,208.546410,-588.045917,187.660410,263.665504,-483.516455,388.898764,229.749031,-571.218381,194.612525,281.427422,-457.261362,457.523918,768.669586,-91.651500,331.556997,752.666473,90.913689,475.150495,1055.741577,-50.130293,358.343146,1028.283539,209.459281,478.508878,1274.992218,194.068251,398.944130,1245.459442,493.965483,475.824437,1292.960815,209.985938,409.740729,1264.394989,515.850635,434.680853,1412.724915,-6.035490,348.452189,1323.564758,353.766761
